category,query,language,engine,title,link,source,publication_info,pdf_link,date,snippet,position,year_min,year_max,occurrences,label,confidence,pmesii,source_type,admiralty_source_reliability,admiralty_distance_to_origin,admiralty_info_credibility,rationale
military,arms procurement Moldova 2024..2025,en,scholar,The application of the temporary protection directive: challenges and good practises for Ireland,https://openalex.org/W4395071041,2024,,https://www.esri.ie/pubs/RS185.pdf,,,,,,,non_intel,0.95,[],journal,C,b,6,Ireland-focused policy analysis; unrelated to Moldova infrastructure.
military,defense budget Moldova 2024..2025,en,scholar,"Urban wastewater management in Nepal: generation, treatment, engineering and policy perspectives",https://openalex.org/W4392705247,H2Open Journal (2024),,https://iwaponline.com/h2open/article-pdf/doi/10.2166/h2oj.2024.105/1380580/h2oj2024105.pdf,,,,,,,non_intel,0.99,[],journal,A,b,6,Nepal wastewater study; no Moldova content or relevance to its infrastructure.
military,Moldova military 2024 analysis,en,youtube,Moldova Military Power 2024 || @GlobalAnalysis,https://www.youtube.com/watch?v=31Q916AJ6UA,Global Analysis 1,,,20240917,"Moldova Military Power 2024

#moldova #history #militarycomparison #2024 

Disclaimers :
This Video is the  education purpose only. Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes  such as
Criticism ,comment ,news reporting,
Teaching, scholarship and research. Fair use is a use permitted by copyright status that might be otherwise be infringing. Non profit educational personal use tips the balance is  favor of fair use.",,,,,non_intel,0.73,[],other,D,f,6,YouTube compilation on Moldova’s military power; lacks verifiable infrastructure system details or data.
military,Moldova military 2024 analysis,en,youtube,Moldova Military Strength 2024 | Republic of Moldova,https://www.youtube.com/watch?v=PjYH2HCKN6w,Military World,,,20220315,"Moldova Military Strength | How powerful is Moldova Military....?

☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆

Facebook Page : https://www.facebook.com/MilitaryWorld.MW

☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆

Music : 

☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆

video is for educational purpose only. Copyright Disclaimer Under
Section 107 of the Copyright Act 1976, allowance is made for 
""fair use"" for purposes such as criticism, comment, news reporting, 
teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might o",,,,,non_intel,0.97,[],other,D,f,6,2022 YouTube video on military strength; outdated and not focused on infrastructure systems.
military,Moldova military 2024 analysis,en,youtube,Moldovan Air Force Power 2024 || Global Analysis,https://www.youtube.com/watch?v=Oq3K8PuS8_w,Global Analysis 1,,,20240624,"Air Force Power 2024

#air #facts #military #army #2024 


Disclaimers :
This Video is the  education purpose only. Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes  such as
Criticism ,comment ,news reporting,
Teaching, scholarship and research. Fair use is a use permitted by copyright status that might be otherwise be infringing. Non profit educational personal use tips the balance is  favor of fair use.",,,,,non_intel,0.78,[],other,D,f,6,YouTube video on air force power; no actionable details on Moldova’s infrastructure.
military,Moldova military 2024 analysis,en,youtube,Putin's War Spooks Zelensky's Men; Ukraine Guard Shoots 'Army Dodger' At Moldova Border,https://www.youtube.com/watch?v=dOqLruyu-qc,Times Of India,,,20240715,"A Ukrainian border guard shot dead a serviceman attempting to flee to Moldova, claiming self-defence. This incident highlights the increasing desperation among Ukrainian men avoiding military service amid the ongoing conflict. Watch

#russia #putin #nato #ukraine #zelensky 

Subscribe to The Times of India's YouTube channel: http://goo.gl/WgIatu
For daily news & updates and exclusive stories, follow the Times of India

Facebook:
https://www.facebook.com/TimesofIndia
Instagram:
https://www.instag",,,,,non_intel,0.74,[],news,B,c,3,"Reports a border shooting near Moldova; does not provide infrastructure systems, assets, or capability insights."
military,Moldova military 2024 analysis,en,youtube,Why Moldova Is More Important Than You Think,https://www.youtube.com/watch?v=dcaG5Hr7sLE,Living Ironically in Europe,,,20240522,"#moldova #romania #russia 

Check out my merch at ➡️https://theironicshop.com/
✉️ Join the Postcard Club ✉️ https://www.patreon.com/livingironicallyineurope

🎩Become a member and support the channel:🎩
https://www.youtube.com/channel/UC8SNsIS6XZ6WaEeEPCSVaQg/join

Description: Moldova is a country in Europe that often goes overlooked. Although it is dismissed as just the poorest & least visited country in Europe, it is actually one of the most important geopolitical points that could see a direct",,,,,non_intel,0.69,[],other,D,f,6,"YouTube commentary on Moldova’s geopolitics; lacks concrete, verifiable infrastructure facts."
military,Moldova military 2024 analysis,en,youtube,Russian-funded fake news network aims to disrupt election in Moldova  | BBC News,https://www.youtube.com/watch?v=eEqk3Z4_Okk,BBC News,,,20250921,"A secret Russian-funded network is attempting to disrupt upcoming democratic elections in an eastern European state, the BBC has found.

Using an undercover reporter, we discovered the network promised to pay participants if they posted pro-Russian propaganda and fake news undermining Moldova's pro-EU ruling party ahead of the country's 28 September parliamentary ballot.

Moldova is sandwiched between Ukraine, and EU-member Romania, meaning it has strategic significance for both Europe and the K",,,,,non_intel,0.72,[],news,B,c,3,BBC report on Russian disinformation in Moldova; relevant to influence ops but not to infrastructure systems or capabilities.
military,Moldova military 2024 analysis,en,youtube,Romania vs Moldova vs Ukraine comparison of military power and economies,https://www.youtube.com/watch?v=BYKUgG-hm1Y,Ländervergleich,,,20241204,"#militarypower #comparison #army #militarypowercomparison
Become a channel sponsor🙏🙏🙏 ❤💥 . Learn more:
https://nba-uz-shop.fourthwall.com/collections/all
https://www.youtube.com/channel/UCC8BYLaYkzOQo8zVX7Nfung/join",,,,,non_intel,0.8,[],other,D,f,6,YouTube comparison of military power/economies; no actionable Moldova infrastructure details.
military,Moldova military 2024 analysis,en,youtube,Military Rankings of Countries 2025,https://www.youtube.com/watch?v=GNAHYUA1JpM,DefenForce,,,20250117,#military #army #country,,,,,non_intel,0.82,[],other,D,f,6,YouTube military rankings video; provides no concrete information on Moldova’s infrastructure.
military,Moldova military 2024 analysis,en,youtube,How powerful is Moldova?,https://www.youtube.com/watch?v=7dxBJ1AvTjw,Armed Forces,,,20190816,"Info date about armed forces countries: 
1.https://www.globalfirepower.com/count... (all)
2.https://en.wikipedia.org/wiki/Main_Page (systems)
3.http://www.deagel.com/country/ (budget)
4.https://www.youtube.com/watch?v=nmQW-... (systems)
5.https://data.worldbank.org/indicator/... (active personnel)
6.https://www.sipri.org/sites/default/f... (defense budget)",,,,,non_intel,0.22,[],other,D,f,6,"2019 YouTube compilation on Moldova’s military power. No 2024–2025, verifiable details on Moldova’s infrastructure systems (energy, transport, telecom, cyber, water)."
military,Moldova military 2024 analysis,en,youtube,Arrival of Armored Vehicles: Moldova Reinforces its Defense with Piranha-3H APCs from Germany!,https://www.youtube.com/watch?v=n7l0R-Vt7rc,Titan Tar - English,,,20240417,"In another electrifying episode of Titan Tar, witness the imposing arrival of armored vehicles in Moldova! In this exclusive video, we will explore the fascinating details of the donation of two robust Piranha-3H APCs from Germany.

Follow us as we unveil the advanced attributes of these combat vehicles, designed to strengthen Moldova's defensive capabilities. We will analyze how these APCs will contribute to the national security and readiness of the Moldovan Armed Forces.

Don't miss the oppor",,,,,non_intel,0.35,[],other,D,c,3,"YouTube video about arrival of two Piranha-3H APCs from Germany. Military hardware, not infrastructure; lacks concrete data on Moldova’s infrastructure systems or policies."
military,Transnistria troops 2024,en,youtube,Transnistria: Caught between Russia and the EU | DW Documentary,https://www.youtube.com/watch?v=8fblgbUI7t0,DW Documentary,,,20250926,"Officially, Transnistria is part of the Republic of Moldova. But in practice, it is a state within a state. After the collapse of the Soviet Union, the region seceded in a bloody civil war. It has its own flag, currency and government.

The self-proclaimed Republic of Transnistria is not internationally recognized. But it has been closely intertwined with Russia politically, economically and militarily for decades. Some 1,500 Russian soldiers are permanently stationed in the region. In spring 20",,,,,non_intel,0.4,[],news,B,c,3,"DW documentary on Transnistria focuses on politics/military presence. No specific, verifiable details on Moldova’s infrastructure assets, dependencies, or performance."
military,Transnistria troops 2024,en,youtube,TRANSNISTRIA Needs to Prepare for Russian INVASION,https://www.youtube.com/watch?v=iNK934xW3is,The Military Show,,,20250606,"Russia may be preparing to station 10,000 troops in Transnistria, Moldova’s breakaway region, according to Prime Minister Dorin Recean in a June 5 interview with The Financial Times. That move, if realized, could reshape the security balance in Eastern Europe, especially near NATO ally Romania. Russian forces have maintained a presence in Transnistria since the early 1990s, but recent intelligence suggests an unprecedented escalation.

Recean’s concerns are reinforced by Russia’s alleged hybrid ",,,,,non_intel,0.3,[],other,D,c,4,"Speculative YouTube content on possible Russian troop increase. Lacks concrete, verifiable infrastructure details relevant to Moldova’s systems or dependencies."
military,Transnistria troops 2024,en,youtube,"Military parade, Tiraspol, Transnistria — September 2, 2021",https://www.youtube.com/watch?v=TVa7A26-Weo,Brian Johnson,,,20221222,"Military parade, Tiraspol, Transnistria — September 2, 2021",,,,,non_intel,0.45,[],other,D,a,2,2021 parade footage from Tiraspol; historical military display. No actionable information on Moldova’s infrastructure systems or 2024–2025 developments.
military,Transnistria troops 2024,en,youtube,⚠️ HUGE UKRAINIAN MOBILIZATION WAVE! TRANSNISTRIA OFFENSIVE? #shorts #viral #trending,https://www.youtube.com/watch?v=-r-GkQqfJJA,Military Summary,,,20241014,"This video describes the military situation in Ukraine on the 14th of October 2024
Download iOS Military Summary Map: https://itunes.apple.com/app/id6477433117
THE MAP: https://militarysummary.com
Store: https://www.militarysummary.store/
Google doc: https://docs.google.com/spreadsheets/d/18WfJv1_DOlFOzvjh6iT1N8ltDvaCeWu1cPK_eaHKCR4/edit?usp=sharing
Rumble: https://rumble.com/c/c-1613003
Telegram channel: https://t.me/militarysummary
Twitter: https://twitter.com/MilitarySummary
Email: military.s",,,,,non_intel,0.3,[],other,E,d,4,Short video about Ukraine mobilization and possible Transnistria offensive. No concrete Moldova infrastructure details; highly speculative.
military,Transnistria troops 2024,en,youtube,Moldavian man crossing border into Transnistria confronts Russian soldiers guarding the checkpoint,https://www.youtube.com/watch?v=gNrB9K_njLc,UkraineClips,,,20240926,,,,,,non_intel,0.34,[],other,D,a,3,"Border confrontation video reportedly at Transnistria checkpoint. Anecdotal; provides no structured, verifiable data on Moldova’s infrastructure systems."
military,Transnistria troops 2024,en,youtube,The Secret Soviet Ammunition Depot in Transnistria   Exploring Cold War History #war #army #putin,https://www.youtube.com/watch?v=-dFGfGK7RWY,FWmilitary,,,20240304,"The mention of the separatist war in Transnistria catches the audience's attention. To make it more captivating, consider starting with a personal story from someone directly involved in the conflict.",,,,,non_intel,0.3,[],other,D,f,4,"YouTube commentary on Soviet ammunition depot history. No specific, verifiable 2024–2025 infrastructure data relevant to Moldova’s systems."
military,Transnistria troops 2024,en,youtube,First mistake i saw in a chinese military parade #fyp #youtubeshorts #military #tiktok,https://www.youtube.com/watch?v=g3sZJZ8JEkU,Military_Master,,,20230423,,,,,,non_intel,0.1,[],other,D,f,6,YouTube short about a Chinese parade error; unrelated to Moldova or its infrastructure.
military,Transnistria troops 2024,en,youtube,Authorities In Transnistria Blame Ukraine For Drone Attack On Military Base in Tiraspol. #boydnews,https://www.youtube.com/watch?v=mlIlp9Azngc,Boyd News,,,20240318,,,,,,non_intel,0.32,[],other,D,c,4,"Claim about drone attack on Tiraspol military base. Lacks verifiable detail on infrastructure assets or systems; military-focused, not infrastructure."
military,Transnistria troops 2024,en,youtube,Transnistria (Between Ukraine and Moldova) Asks for Russian Protection.,https://www.youtube.com/watch?v=vfZh54-fwZY,LanEVT,,,20240228,#ukraine  #russia  #news,,,,,non_intel,0.32,[],other,D,c,4,Brief YouTube news about Transnistria asking for Russian protection. Political event; no concrete details on Moldova’s infrastructure systems or dependencies.
military,Transnistria troops 2024,en,youtube,Transnistria: The Unrecognized Nation Between Moldova and Russia | The Truth About PMR #pmr #russia,https://www.youtube.com/watch?v=4UzbOgyHsbQ,Bismil's News and Entertainment Corner,,,20241221,"Explore the fascinating story of Transnistria, the self-declared independent region located between Moldova and Ukraine. Despite being internationally unrecognized, Transnistria operates as a de facto state, with its own government, military, and currency. In this video, we dive into the region's history, its close ties with Russia, and why its status remains a point of geopolitical tension. Learn about the people, politics, and complexities of Transnistria, and understand its role in the larger",,,,,non_intel,0.35,[],other,D,c,3,"General explainer on Transnistria’s status and ties to Russia. No specific, verifiable 2024–2025 infrastructure data for Moldova."
military,OGRV Moldova 2024,en,youtube,"Доверяй, но проверяй/ День миротворцев, визит Блинкена, СКА Армеец, Гросу и деньги",https://www.youtube.com/watch?v=wR4sTmZEdbg,Zona de Securitate,,,20240625,"Новый выпуск “Доверяй, но проверяй”. Сегодня мы обсудим Международный день миротворцев, который почему-то решили отпраздновать и в приднестровском регионе. Поговорим о визите Блинкена, а точнее о манипуляциях, связанных с ним, а также о том, как команда так называемого Минобороны Приднестровья выиграла молдавский чемпионат по мини-футболу.


https://zonadesecuritate.md/dex-ul-zonei-de-securitate-ce-este-misiunea-de-pacificare-din-republica-moldova/ - DEX о миротворцах

https://zonadesecuritate.m",,,,,non_intel,0.36,[],other,C,c,3,"YouTube talk show on peacekeepers, Blinken visit, and local events. Discusses politics and media narratives; no concrete infrastructure system details."
military,OGRV Moldova 2024,en,youtube,Сравнение формы для жарких регионов обр 2017 производства РФ и Молдовы (для ОГРВ),https://www.youtube.com/watch?v=NOxVdg9lpgI,Всеволод Чирков - Музей Военной Униформы,,,20220207,"Сравнение формы для жарких регионов образца 2017 года производства Российской Федерации и производства Республики Молдова для ОГРВ.

Статья про форму и снаряжение ОГРВ в ПРРМ:
https://dzen.ru/a/YpifwWjUqSCTOq0b

♦️ Подписывайтесь на мой канал - YouTube: https://www.youtube.com/channel/UCaDRwwzoXO1hLOUtHtfmDqg
〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️
🔷Дополнительная информация:
 Вконтакте - https://vk.com/museum_military_uniform
 Телеграмм - https://t.me/joinchat/AAAAAE7JWNv6bI-EC_ph_A
 Одноклассники - https://ok.ru",,,,,non_intel,0.28,[],other,D,b,3,YouTube comparison of uniforms for Russian OGRV. Equipment-focused; does not provide actionable information on Moldova’s infrastructure systems or policies.
military,OGRV Moldova 2024,en,youtube,"Доверяй, но проверяй/ Нас обвинили в работе на спецслужбы, диалоги с Красносельским и форум",https://www.youtube.com/watch?v=vVFhuWaVmNk,Zona de Securitate,,,20240430,"Привет. Это новый выпуск “Доверяй, но проверяй”. Сегодня мы обсудим очередные фейки от Красносельского, форум по реинтеграции, который прошел в Кишиневе и как оперативная группа российских войск и миротворцы смешались. Также я отвечу на обвинения в том, что мы работаем на молдавские спецслужбы.

0:00 - 0:34 - intro
0:34 - 4:12 - Диалоги с Красносельским
4:12 - 8:07 - форум по реинтеграции
8:07 - 11:13 - учения в Тирасполе и смешение ОГРВ и миротворцев
11:13 - 12:58 - обвинения в работе на спецсл",,,,,non_intel,0.36,[],other,C,c,3,"YouTube discussion of fakes, reintegration forum, and exercises in Tiraspol. Lacks concrete, verifiable infrastructure system data for Moldova."
military,OGRV Moldova 2024,en,youtube,Жириновский читал план Путина Приднестровье #жирик #историярф #историяроссии #приколы #историявойны,https://www.youtube.com/watch?v=-ASS39yyE0g, Дневники Войны Украина Щоденники Війни Україна ,,,20240301,"В описании к видео Наш бот в ТГ канале. Присылайте материал.
https://t.me/Dnevnikivoiny_stop_war_bot
Колбасна (Ковбасна) — село в Рыбницком районе Приднестровской Молдавской Республики(самопровозглашенная при помощи военных РФ) на берегу притока реки Рыбница. Административный центр Колбаснянского сельсовета, куда, кроме села Колбасна, входит село Сухая Рыбница и посёлок при ж/д станции Колбасна.
Военные склады в селе Колбасна были созданы в 1940-х годах. СССР 1411-й АСБ (артиллерийский склад бое",,,,,non_intel,0.38,[],other,D,c,3,YouTube video referencing Cobasna ammunition depot history and Zhirinovsky. Provides general historical info; no specific 2024–2025 infrastructure details.
